id,name,birthdate,deathdate
2663,Gabriel Reyes,,
2664,Gabriel Thomson,27/10/1986,
2665,Gabriela Castillo,,
2666,Gabriela Tagliavini,29/12/1968,
2667,Gabriele Muccino,20/05/1967,
2668,Gabrielle Carteris,02/01/1961,
2669,Gabrielle Reece,06/01/1970,
2670,Gaby Hoffmann,08/01/1982,
2671,Gael Le Cornec,,
2672,Gage Golightly,05/09/1993,
2673,Gaia Weiss,30/08/1991,
2674,Gale Sondergaard,1899-02-15,14/08/1985
2675,Gano Grills,,
2676,Garba TourÃ©,,
2677,Garcelle Beauvais,26/11/1966,
2678,Gareth Edwards,,
2679,Gareth Evans,,
2680,Garrett Clayton,,
2681,Garrett M. Brown,07/11/1948,
2682,Garrett Morris,01/02/1937,
2683,Garrett Ryan,,
2684,Garrick Hagon,27/09/1939,
2685,Garry Cooper,07/05/1901,13/05/1961
2686,Garry Marshall,13/11/1934,19/07/2016
2687,Garry Shandling,29/11/1949,24/03/2016
2688,Garth Jennings,,
2689,Garvin Cross,,
2690,Gary Chapman,,
2691,Gary Cole,20/09/1956,
2692,Gary Coleman,08/02/1968,28/05/2010
2693,Gary Cooper,07/05/1901,13/05/1961
2694,Gary Daniels,09/05/1963,
2695,Gary David Goldberg,25/06/1944,22/06/2013
2696,Gary Dourdan,11/12/1966,
2697,Gary Farmer,12/06/1953,
2698,Gary Fleder,19/12/1965,
2699,Gary Halvorson,,
2700,Gary Hardwick,,
2701,Gary Lewis,,
2702,Gary Lockwood,21/02/1937,
2703,Gary McDonald,,
2704,Gary McKendry,,
2705,Gary Nelson,20/12/1951,
2706,Gary Oldman,21/03/1958,
2707,Gary Rogers,,
2708,Gary Ross,03/11/1956,
2709,Gary Schwartz,,
2710,Gary Sherman,,
2711,Gary Shore,,
2712,Gary Sinyor,,
2713,Gary Stretch,04/11/1968,
2714,Gary Trousdale,08/06/1960,
2715,Gary Weeks,04/06/1972,
2716,Gary Winick,31/03/1961,27/02/2011
2717,Gaspar NoÃ©,27/12/1963,
2718,GastÃ³n Pauls,17/01/1972,
2719,Gauhar Khan,23/08/1983,
2720,Gavin Hood,12/05/1963,
2721,Gavin MacLeod,28/02/1931,
2722,Gavin Newsom,10/10/1967,
2723,Gavin O'Connor,,
2724,Gavin Wiesen,,
2725,Gaye Brown,02/03/1941,
2726,Gbenga Akinnagbe,12/12/1978,
2727,Gedde Watanabe,26/06/1955,
2728,Gemma Chan,29/11/1982,
2729,Gemma Jones,04/12/1942,
2730,Gen Seto,,
2731,Gena Rowlands,19/06/1930,
2732,Gene Quintano,,
2733,Gene Simmons,25/08/1949,
2734,Gene Teigland,,
2735,Gene Tierney,19/11/1920,06/11/1991
2736,GeneviÃ¨ve Bujold,01/07/1942,
2737,GeneviÃ¨ve Lemon,,
2738,Genevieve O'Reilly,06/01/1977,
2739,Genndy Tartakovsky,17/01/1970,
2740,Geoff Bell,,
2741,Geoff Murphy,13/06/1946,
2742,Geoff Stults,15/12/1977,
2743,Geoffrey Arend,28/02/1978,
2744,Geoffrey Holder,01/08/1930,05/10/2014
2745,Geoffrey Palmer,04/06/1927,
2746,Geoffrey Sax,,
2747,Georg Wilhelm Pabst,1885-08-25,29/05/1967
2748,George 'Buck' Flower,28/10/1937,18/06/2004
2749,George A. Romero,04/02/1940,
2750,George Armitage,,
2751,George Brent,15/03/1904,26/05/1979
2752,George C. Scott,18/10/1927,22/09/1999
2753,George Carlin,12/05/1937,22/06/2008
2754,George Chakiris,16/09/1934,
2755,George Clooney,06/05/1961,
2756,George Coe,03/02/1955,
2757,George Cole,01/03/1967,
2758,George Coulouris,01/10/1903,25/04/1989
2759,George Cukor,1899-07-07,24/01/1983
2760,George DiCenzo,21/04/1940,09/08/2010
2761,George Gallo,,
2762,George Hamilton,12/08/1939,
2763,George Harris,18/02/1925,28/02/2016
2764,George Harrison,25/02/1943,29/11/2001
2765,George Hickenlooper,25/05/1963,30/10/2010
2766,George Jackson,,
2767,George Kennedy,18/02/1925,28/02/2016
2768,George Lazenby,05/09/1939,
2769,George Lopez,23/04/1961,
2770,George Lucas,14/05/1944,
2771,George Miller,03/03/1945,
2772,George Newbern,30/12/1964,
2773,George Newton,05/04/1957,
2774,George Nolfi,,
2775,George P. Cosmatos,04/01/1941,19/04/2005
2776,George Peppard,01/10/1928,08/05/1994
2777,George Raft,26/09/1901,24/11/1980
2778,George Ratliff,11/10/1968,
2779,George Reeves,05/01/1914,16/06/1959
2780,George Roy Hill,20/12/1921,27/12/2002
2781,George Sanders,03/07/1906,25/04/1972
2782,George Sidney,04/10/1916,05/05/2002
2783,George Stevens,03/04/1932,
2784,George T. Odom,21/08/1950,21/09/2016
2785,George Tillman Jr.,26/01/1969,
2786,George Voskovec,19/06/1905,01/07/1981
2787,George W. Bush,06/07/1946,
2788,George Wendt,17/10/1948,
2789,Georgia Groome,11/02/1992,
2790,Georgia Hilton,,
2791,Georgina Cates,14/01/1975,
2792,Georgina Chapman,14/04/1976,
2793,Georgina Reilly,12/02/1986,
2794,Gerald McRaney,19/08/1947,
2795,Gerald Potterton,08/03/1931,
2796,Geraldine Chaplin,31/07/1944,
2797,Geraldine McEwan,09/05/1932,30/01/2015
2798,Gerard Butler,13/11/1969,
2799,Gerard Johnstone,,
2800,GÃ©rard Jugnot,04/05/1951,
2801,GÃ©rard Krawczyk,17/05/1953,
2802,Gerard McSorley,,
2803,Gerardo Taracena,,
2804,GermÃ¡n Alcarazu,,
2805,Gerry Becker,11/04/1951,
2806,Gerry Bednob,,
2807,Gerry Lively,,
2808,Gerry Lopez,,
2809,Gert FrÃ¶be,25/02/1913,05/09/1988
2810,Ghassan Massoud,20/09/1958,
2811,Gia Coppola,01/01/1987,
2812,Gia Mantegna,17/04/1990,
2813,Gian Maria VolontÃ¨,09/04/1933,06/12/1994
2814,Giancarlo Giannini,01/08/1942,
2815,Gideon Emery,12/09/1972,
2816,Gideon Raff,,
2817,Gigi Rice,13/03/1965,
2818,Gil Bellows,28/06/1967,
2819,Gil Birmingham,13/07/1953,
2820,Gil Junger,07/11/1954,
2821,Gil Kenan,16/10/1976,
2822,Gilbert Gottfried,28/02/1955,
2823,Gilbert R. Hill,06/11/1931,29/02/2016
2824,Gilbert Roland,11/12/1905,15/05/1994
2825,Gilles Lellouche,,
2826,Gilles Paquet-Brenner,,
2827,Gillian Armstrong,18/12/1950,
2828,Gillian Jacobs,19/10/1982,
2829,Gillian Robespierre,29/06/1978,
2830,Gillian White,,
2831,Gina Bellman,10/07/1966,
2832,Gina Holden,17/03/1975,
2833,Gina Lollobrigida,04/07/1927,
2834,Gina McKee,14/04/1964,
2835,Gina Montana,,
2836,Gina Prince-Bythewood,10/06/1969,
2837,Ginger Jensen,,
2838,Ginger Rogers,16/07/1911,25/04/1995
2839,Gino Salvano,,
2840,Giovanna Mezzogiorno,09/11/1974,
2841,Giovanni Zelko,,
2842,Gitte Witt,20/06/1983,
2843,Giulia Michelini,02/06/1985,
2844,Giuliano Montaldo,22/02/1930,
2845,Giuseppe Tornatore,27/05/1956,
2846,Gladys Cooper,1888-12-18,17/11/1971
2847,Glen Hansard,21/04/1970,
2848,Glen Morgan,,
2849,Glen Murphy,,
2850,Glen Powell,21/10/1988,
2851,Glenn Beck,10/02/1964,
2852,Glenn Campbell,22/04/1936,
2853,Glenn Erland Tosterud,,
2854,Glenn Ficarra,,
2855,Glenn Ford,01/05/1916,30/08/2006
2856,Glenn Howerton,13/04/1976,
2857,Glenn Morshower,24/04/1959,
2858,Glenn Plummer,18/08/1961,
2859,Glenn Shadix,15/04/1952,07/09/2010
2860,Glenne Headly,13/03/1955,
2861,Gloria Foster,15/11/1933,29/09/2001
2862,Gloria Grahame,28/11/1923,05/10/1981
2863,Gloria Reuben,09/06/1964,
2864,Gloria Sandoval,,
2865,Gloria Stuart,04/07/1910,26/09/2010
2866,Gloria Votsis,09/02/1979,
2867,Glynis Johns,05/10/1923,
2868,Gnana Rajasekaran,,
2869,Gonzalo LÃ³pez-Gallego,,
2870,Goran Dukic,,
2871,Goran Visnjic,09/09/1972,
2872,Gordon Chan,,
2873,Gordon Currie,25/09/1965,
2874,Gordon Jackson,19/12/1923,15/01/1990
2875,Gordon Jump,01/04/1932,22/09/2003
2876,Gordon Pinsent,12/07/1930,
2877,Gore Verbinski,16/03/1964,
2878,Goya Toledo,24/09/1969,
2879,Grace Gummer,09/05/1986,
2880,Grace Jones,19/05/1948,
2881,Grace Phipps,04/05/1992,
2882,Graham Annable,,
2883,Graham Beckel,22/12/1949,
2884,Graham McTavish,03/01/1961,
2885,Grant Bowler,18/07/1968,
2886,Grant Heslov,15/05/1963,
2887,Grasie Mercedes,23/02/1978,
2888,Graziella Galvani,27/06/1931,
2889,Greer Garson,20/02/1929,16/08/1989
2890,Greg Aronowitz,,
2891,Greg Ayres,07/12/1968,
2892,Greg Berlanti,24/05/1972,
2893,Greg Collins,08/12/1952,
2894,Greg Coolidge,28/12/1972,
2895,Greg Crowe,13/03/1965,
2896,Greg D'Agostino,,
2897,Greg Germann,26/02/1958,
2898,Greg Grunberg,11/07/1966,
2899,Greg Harrison,31/05/1950,
2900,Greg Jackson,10/06/1964,
2901,Greg Marcks,12/08/1976,
2902,Greg Mottola,11/07/1964,
2903,Greg Nicotero,15/03/1963,
2904,Greg Speirs,,
2905,Greg Tiernan,19/06/1965,
2906,Gregg Henry,06/05/1952,
2907,Gregor Jordan,,
2908,Gregory Alan Williams,12/06/1956,
2909,Gregory Cruz,,
2910,Gregory Hoblit,27/11/1944,
2911,Gregory Itzin,20/04/1948,
2912,Gregory Jacobs,,
2913,Gregory Nava,10/04/1949,
2914,Gregory Poirier,19/05/1961,
2915,Gregory Scott Cummins,,
2916,Gregory Sierra,25/01/1941,
2917,Gregory Smith,06/07/1983,
2918,Gregory Widen,,
2919,Greta Gerwig,04/08/1983,
2920,Gretchen Mol,08/11/1972,
2921,Gretchen Palmer,16/12/1961,
2922,Grey Damon,24/09/1987,
2923,Grey Griffin,24/08/1973,
2924,Griffin Cleveland,,
2925,Griffin Dunne,08/06/1955,
2926,Griffin Kane,,
2927,Grigoriy Dobrygin,17/02/1986,
2928,Guang Li,,
2929,Guillaume Canet,10/04/1973,
2930,Guillaume Denaiffe,,
2931,Guillaume Ivernel,,
2932,Guillermo Arriaga,13/03/1958,
2933,Guillermo del Toro,09/10/1964,
2934,Guillermo Francella,14/02/1955,
2935,Gulshan Grover,21/09/1955,
2936,Gunnar Hansen,,
2937,Gurinder Chadha,10/01/1960,
2938,Guro Nagelhus Schia,,
2939,Gus Van Sant,24/07/1952,
2940,Gustaf SkarsgÃ¥rd,12/11/1980,
2941,Gustav FrÃ¶hlich,21/03/1902,22/12/1987
2942,Guy Hamilton,25/03/1964,
2943,Guy Maddin,28/02/1956,
2944,Guy Ritchie,10/09/1968,
2945,Gyton Grantley,,
2946,H.M. Coakley,01/01/1971,
2947,H.M. Wynant,12/02/1927,
2948,Hailu Qin,,
2949,Hakeem Kae-Kazim,01/10/1962,
2950,Hal Haberman,,
2951,Hal Holbrook,17/02/1925,
2952,Hal Landon Jr.,23/05/1941,
2953,Hal Linden,20/03/1931,
2954,Hal Needham,06/03/1931,25/10/2013
2955,Haley Bennett,07/01/1988,
2956,Haley Joel Osment,10/04/1988,
2957,Haley Ramm,26/03/1992,
2958,Hallee Hirsh,16/12/1987,
2959,Haluk Bilginer,05/06/1954,
2960,Ham Tran,,
2961,Hana Mae Lee,28/09/1988,
2962,Hana Shuan,24/09/1981,
2963,Hanaa Bouchaib,,
2964,Hank Braxtan,27/04/1980,
2965,Hannah Britland,,
2966,Hannah Murray,01/07/1989,
2967,Hannah Spearritt,01/04/1981,
2968,Hanne Aagesen,11/01/1933,18/03/2016
2969,Hanno PÃ¶schl,02/07/1949,
2970,Hans Canosa,,
2971,Hans Kesting,06/10/1960,
2972,Hans Matheson,07/08/1975,
2973,Hans Petter Moland,17/10/1955,
2974,Hans Weingartner,02/11/1970,
2975,Hansika Motwani,09/08/1991,
2976,Hao Ning,,
2977,Harald Reinl,09/07/1908,09/10/1986
2978,Harald Zwart,01/07/1965,
2979,Hardy KrÃ¼ger,12/04/1928,
2980,Hark Tsui,15/02/1950,
2981,Harland Williams,14/11/1962,
2982,Harley Cokeliss,11/02/1945,
2983,Harley Jane Kozak,28/01/1957,
2984,Harmage Singh Kalirai,,
2985,Harmony Korine,04/01/1973,
2986,Harold Becker,25/09/1928,
2987,Harold Cronk,,
2988,Harold Gould,10/12/1923,11/09/2010
2989,Harold Perrineau,07/08/1963,
2990,Harold Ramis,21/11/1944,24/02/2014
2991,Harriet Walter,24/09/1950,
2992,Harris Yulin,05/11/1937,
2993,Harrison Ford,13/07/1942,
2994,Harrison Gilbertson,,
2995,Harrison Page,27/08/1941,
2996,Harry Beaumont,1888-02-10,22/12/1966
2997,Harry Carey Jr.,16/05/1921,27/12/2012
2998,Harry Connick Jr.,11/09/1967,
2999,Harry Elfont,05/04/1968,
3000,Harry F. Millarde,1885-11-12,02/11/1931
3001,Harry Gantz,,
3002,Harry Lennix,16/11/1964,
3003,Harry Shearer,23/12/1943,
3004,Harry Styles,01/02/1994,
3005,Harry Treadaway,10/09/1984,
3006,Hart Bochner,03/10/1956,
3007,Haruma Miura,05/04/1990,
3008,Harvey Fierstein,06/06/1954,
3009,Harvey Korman,15/02/1927,29/05/2008
3010,Harvey Weinstein,19/03/1952,
3011,Hassan Johnson,,
3012,Hattie McDaniel,1895-06-10,26/10/1952
3013,Hayao Miyazaki,05/01/1941,
3014,Hayden Christensen,19/04/1981,
3015,Hayley Atwell,05/04/1982,
3016,Hayley Cloake,,
3017,Hayley Kiyoko,03/04/1991,
3018,Hayley Lovitt,,
3019,Hayley McFarland,29/03/1991,
3020,Heath Ledger,04/04/1979,22/01/2008
3021,Heather Berman,,
3022,Heather Bucha,,
3023,Heather Burns,07/04/1975,
3024,Heather Donahue,22/12/1974,
3025,Heather Langenkamp,17/07/1964,
3026,Heather Locklear,25/09/1961,
3027,Heather Matarazzo,10/11/1982,
3028,Heather Morris,01/02/1987,
3029,Heather O'Rourke,27/12/1975,01/02/1988
3030,Heather Sossaman,25/04/1987,
3031,Hector Echavarria,06/12/1969,
3032,Hector Elizondo,22/12/1936,
3033,HÃ©ctor JimÃ©nez,14/12/1973,
3034,Hector Kotsifakis,,
3035,Hedy Lamarr,09/11/1914,19/01/2000
3036,Heidi Ewing,,
3037,Heike Makatsch,13/08/1971,
3038,Helen Hayes,04/07/1924,
3039,Helen Martin,23/07/1909,25/03/2000
3040,Helen McCrory,17/08/1968,
3041,Helena Mattsson,30/03/1984,
3042,Helmut Bakaitis,26/09/1944,
3043,Henri Garcin,11/04/1929,
3044,Henry Alex Rubin,,
3045,Henry Bean,,
3046,Henry Cavill,05/05/1983,
3047,Henry Czerny,08/02/1959,
3048,Henry Hathaway,1898-03-13,11/02/1985
3049,Henry Hobson,,
3050,Henry Ian Cusick,17/04/1967,
3051,Henry Jaglom,26/01/1938,
3052,Henry Joost,,
3053,Henry King,02/12/1943,
3054,Henry Koster,01/05/1905,21/09/1988
3055,Henry Rollins,13/02/1961,
3056,Henry Selick,30/11/1952,
3057,Henry Silva,15/09/1928,
3058,Henry Simmons,01/07/1970,
3059,Henry Thomas,09/09/1971,
3060,Herb Freed,,
3061,Herbert GrÃ¶nemeyer,12/04/1956,
3062,Herbert Lom,11/09/1917,27/09/2012
3063,Herbert Ross,13/05/1927,09/10/2001
3064,Herbert Russell,,
3065,Herman Koto,,
3066,HervÃ© Villechaize,23/04/1943,04/09/1993
3067,Hiam Abbass,30/11/1960,
3068,Hideaki Anno,22/05/1960,
3069,Hideo Nakata,19/07/1961,
3070,Hilary Brougher,,
3071,Hilda Bernard,29/10/1920,
3072,Hill Harper,17/05/1966,
3073,Hironobu Sakaguchi,14/11/1962,
3074,Hiroshi Abe,22/06/1964,
3075,Hitoshi Matsumoto,08/09/1963,
3076,Ho-Sung Pak,06/11/1967,
3077,Hoke Howell,27/08/1929,09/05/1997
3078,Holland Taylor,14/01/1943,
3079,Holly Hunter,20/03/1958,
3080,Holly Valance,11/05/1983,
3081,Holmes Osborne,07/11/1947,
3082,Holt McCallany,03/09/1963,
3083,Homayoun Ershadi,,
3084,Hong-jin Na,,
3085,Honglei Sun,16/08/1970,
3086,Honor Blackman,22/08/1925,
3087,Hope Davis,23/03/1964,
3088,Hope Olaide Wilson,16/08/1985,
3089,Horatio Sanz,04/06/1969,
3090,Howard Caine,02/01/1928,28/12/1993
3091,Howard Deutch,14/09/1950,
3092,Howard Hawks,1896-05-30,26/12/1977
3093,Howard Hesseman,27/02/1940,
3094,Howard Hughes,,
3095,Howard Keel,13/04/1919,07/11/2004
3096,Howard Morris,04/09/1919,21/05/2005
3097,Howard Zieff,21/10/1927,21/02/2009
3098,Hoyt Axton,25/03/1938,26/10/1999
3099,Hoyt Yeatman,23/01/1955,
3100,Hristo Shopov,04/01/1964,
3101,Hsiao-Hsien Hou,08/04/1947,
3102,Huck Botko,,
3103,Hudson Leick,09/05/1969,
3104,Hue Rhodes,,
3105,Huell Howser,18/10/1945,07/01/2013
3106,Huey Lewis,05/07/1950,
3107,Hugh Bonneville,10/11/1963,
3108,Hugh Dillon,31/05/1963,
3109,Hugh Ducklow,,
3110,Hugh Griffith,30/05/1912,14/05/1980
3111,Hugh Hudson,25/08/1936,
3112,Hugh Jackman,12/10/1968,
3113,Hugh Johnson,,
3114,Hugh Keays-Byrne,18/05/1947,
3115,Hugh M. Hefner,09/04/1926,
3116,Hugh Mun,09/09/1960,
3117,Hugh O'Brian,19/04/1925,05/09/2016
3118,Hugh O'Conor,19/04/1975,
3119,Hugh Wilson,21/08/1943,
3120,Hugo Stiglitz,28/08/1940,
3121,Hulk Hogan,11/08/1953,
3122,Humphrey Bogart,1899-12-25,14/01/1957
3123,Hunter Parrish,13/05/1987,
3124,Hunter Richards,,
3125,Hutch Dano,21/05/1992,
3126,Hye-jeong Kang,04/01/1982,
3127,Hye-kyo Song,22/11/1981,
3128,Hyung-rae Shim,03/01/1958,
3129,Iain Softley,,
3130,Ian Bohen,24/09/1976,
3131,Ian Fitzgibbon,,
3132,Ian Gamazon,,
3133,Ian Gomez,27/12/1964,
3134,Ian Hart,08/10/1964,
3135,Ian Iqbal Rashid,,
3136,Ian McDiarmid,11/08/1944,
3137,Ian McNeice,02/10/1950,
3138,Ian Mune,,
3139,Ian Richardson,07/04/1934,09/02/2007
3140,Ian Sharp,13/11/1946,
3141,Ian Somerhalder,08/12/1978,
3142,Ian Tracey,26/06/1964,
3143,Ian Whyte,17/09/1971,
3144,Ian Ziering,30/03/1964,
3145,Iben Hjejle,22/03/1971,
3146,Ice Cube,15/06/1969,
3147,Ice-T,16/02/1958,
3148,Iddo Goldberg,05/08/1975,
3149,Igal Naor,25/06/1958,
3150,Igor Jijikine,08/10/1965,
3151,Igor Kovalyov,17/01/1963,
3152,Igor Zaripov,,
3153,Ike Barinholtz,18/02/1977,
3154,Iko Uwais,12/02/1983,
3155,Ilene Graff,28/02/1949,
3156,Illeana Douglas,25/07/1965,
3157,Imelda Staunton,09/01/1956,
3158,India de Beaufort,27/06/1987,
3159,Indiana Evans,27/07/1990,
3160,Indira Varma,14/05/1973,
3161,Ingmar Bergman,14/07/1918,30/07/2007
3162,Ingrid BolsÃ¸ Berdal,02/03/1980,
3163,Ingrid Thulin,27/01/1926,07/01/2004
3164,Ingvar Eggert SigurÃ°sson,22/11/1963,
3165,Inna Evlannikova,,
3166,Ioan Gruffudd,06/10/1973,
3167,Ion Overman,09/11/1976,
3168,Ione Skye,04/09/1970,
3169,Ira Sachs,,
3170,Irene Bedard,22/07/1967,
3171,Irene Dunne,1898-12-20,04/09/1990
3172,IrÃ¨ne Jacob,15/07/1966,
3173,Irene Papas,03/09/1926,
3174,Irvin Kershner,29/04/1923,27/11/2010
3175,Irwin Winkler,28/05/1931,
3176,Isaac C. Singleton Jr.,,
3177,Isaac Florentine,,
3178,Isaac Hayes,20/08/1942,10/08/2008
3179,Isaac Hempstead Wright,09/04/1999,
3180,Isaach De BankolÃ©,12/08/1957,
3181,Isabel Coixet,09/04/1960,
3182,Isabella Rossellini,18/06/1952,
3183,Isabelle Adjani,27/06/1955,
3184,Isabelle CarrÃ©,28/05/1971,
3185,Isabelle Huppert,16/03/1953,
3186,Isabelle Nanty,21/01/1962,
3187,Isabelle NÃ©lisse,,
3188,Isaiah Washington,03/08/1963,
3189,Isiah Thomas,30/04/1961,
3190,Isiah Whitlock Jr.,13/09/1954,
3191,Isild Le Besco,22/11/1982,
3192,IstvÃ¡n SzabÃ³,,
3193,Iulia Ciochina,,
3194,Ivan Barnev,15/07/1973,
3195,Ivan Dixon,06/04/1931,16/03/2008
3196,Ivan Engler,,
3197,IvÃ¡n KamarÃ¡s,22/12/1972,
3198,Ivan Kavanagh,,
3199,Ivan Okhlobystin,22/07/1966,
3200,Ivan Reitman,27/10/1946,
3201,Ivan Sergei,07/05/1971,
3202,Ivana Baquero,11/06/1994,
3203,Ivana Milicevic,26/04/1974,
3204,Ivette Alvarez,,
3205,Izabella Miko,21/01/1981,
3206,Izabella Scorupco,04/06/1970,
3207,J Blakeson,,
3208,J. Lee Thompson,01/08/1914,30/08/2002
3209,J. Smith-Cameron,,
3210,J.A. Bayona,,
3211,J.B. Rogers,08/10/1910,06/08/1998
3212,J.B. Smoove,16/12/1965,
3213,J.C. Chandor,,
3214,J.D. Evermore,05/11/1968,
3215,J.D. Williams,08/02/1932,
3216,J.J. Abrams,27/06/1966,
3217,J.J. Cohen,22/06/1965,
3218,J.K. Simmons,09/01/1955,
3219,J.S. Cardone,19/10/1946,
3220,J.T. Walsh,24/11/1969,
3221,Jacek Koman,15/08/1956,
3222,Jacinda Barrett,02/08/1972,
3223,Jack Albertson,16/06/1907,25/11/1981
3224,Jack Canfield,,
3225,Jack Carson,27/10/1910,02/01/1963
3226,Jack Conway,1887-07-17,11/10/1952
3227,Jack Davenport,01/03/1973,
3228,Jack E. Curenton,,
3229,Jack Elam,13/11/1920,20/10/2003
3230,Jack Guzman,21/06/1978,
3231,Jack Hawkins,14/09/1910,18/07/1973
3232,Jack Heller,,
3233,Jack Kao,23/04/1958,
3234,Jack Lord,1894-02-01,31/08/1973
3235,Jack McBrayer,27/05/1973,
3236,Jack McElhone,,
3237,Jack McGee,02/02/1949,
3238,Jack McGraw,,
3239,Jack Nance,21/12/1943,30/12/1996
3240,Jack O'Connell,01/08/1990,
3241,Jack O'Halloran,08/04/1943,
3242,Jack Palance,18/02/1919,10/11/2006
3243,Jack Perez,,
3244,Jack Plotnick,30/10/1968,
3245,Jack Reynor,23/01/1992,
3246,Jack Sholder,08/06/1945,
3247,Jack Smight,09/03/1925,01/09/2003
3248,Jack Taylor,,
3249,Jack Thompson,31/08/1940,
3250,Jack Warden,18/09/1920,19/07/2006
3251,Jack Wild,30/09/1952,01/03/2006
3252,Jacki Weaver,25/05/1947,
3253,Jackie Burroughs,02/02/1939,22/09/2010
3254,Jackie Cooper,15/09/1922,03/05/2011
3255,Jackie Earle Haley,14/07/1961,
3256,Jackie Gleason,26/02/1916,24/06/1987
3257,Jackie Nova,,
3258,Jackson Nicoll,,
3259,Jacky Ido,14/05/1977,
3260,Jaco Booyens,,
3261,Jacob Aaron Estes,06/09/1972,
3262,Jacob Hopkins,,
3263,Jacob Latimore,10/08/1996,
3264,Jacob Pitts,,
3265,Jacob Tremblay,05/10/2006,
3266,Jacob Vargas,18/08/1971,
3267,Jacob Young,10/09/1979,
3268,Jacob Zachar,16/05/1986,
3269,Jacqueline Bisset,13/09/1944,
3270,Jacqueline Lovell,09/12/1974,
3271,Jacqueline MacInnes Wood,17/04/1987,
3272,Jacqueline McKenzie,24/10/1967,
3273,Jacques Brel,08/04/1929,09/10/1978
3274,Jacques Gamblin,16/11/1957,
3275,Jacques Perrin,13/07/1941,
3276,Jada Pinkett Smith,18/09/1971,
3277,Jade Kindar-Martin,,
3278,Jaden Klein,,
3279,Jafar Panahi,11/07/1960,
3280,Jaime Camil,22/07/1973,
3281,Jaime King,23/04/1979,
3282,Jaime Zevallos,,
3283,Jake Busey,15/06/1971,
3284,Jake Cherry,,
3285,Jake Goldberger,12/05/1977,
3286,Jake Gyllenhaal,19/12/1980,
3287,Jake Kasdan,28/10/1974,
3288,Jake Lacy,,
3289,Jake Lloyd,05/03/1989,
3290,Jake Paltrow,26/09/1975,
3291,Jake Richardson,03/03/1958,
3292,Jake Ryan,,
3293,Jake Sandvig,08/09/1986,
3294,Jake Schreier,,
3295,Jake Scott,,
3296,Jake Short,30/05/1997,
3297,Jake Weary,14/02/1990,
3298,Jake Weber,19/03/1964,
3299,Jake Wood,12/07/1972,
3300,Jaleel White,27/11/1976,
3301,Jamaa Fanaka,06/09/1942,01/04/2012
3302,Jamal Hill,,
3303,Jamel Debbouze,18/06/1975,
3304,James Algar,11/06/1912,26/02/1998
3305,James Babson,24/10/1974,
3306,James Badge Dale,01/05/1978,
3307,James Biberi,28/07/1965,
3308,James Bidgood,28/03/1933,
3309,James Bobin,,
3310,James Bolam,16/06/1935,
3311,James Bridges,03/02/1936,06/06/1993
3312,James Brolin,18/07/1940,
3313,James Brown,,
3314,James Burnett,,
3315,James Cagney,1899-07-17,30/03/1986
3316,James Callis,,
3317,James Cameron,16/08/1954,
3318,James Chalke,,
3319,James Coburn,31/08/1928,18/11/2002
3320,James Corden,22/08/1978,
3321,James Cox,,
3322,James Cullen Bressack,29/02/1992,
3323,James D'Arcy,24/08/1975,
3324,James David Pasternak,,
3325,James DeBello,09/06/1980,
3326,James Deen,07/02/1986,
3327,James DeMonaco,,
3328,James Dodson,,
3329,James Doohan,03/03/1920,20/07/2005
3330,James Drury,18/04/1934,
3331,James Duval,10/09/1972,
3332,James Eckhouse,14/02/1955,
3333,James Fargo,,
3334,James Fleet,11/03/1952,
3335,James Foley,28/12/1953,
3336,James Fox,19/05/1939,
3337,James Frain,14/03/1968,
3338,James Franco,19/04/1978,
3339,James Frawley,29/09/1936,
3340,James Gammon,20/04/1940,16/07/2010
3341,James Gartner,07/04/1928,19/07/2014
3342,James Gray,,
3343,James Gunn,05/08/1970,
3344,James Hall,,
3345,James Hetfield,03/08/1963,
3346,James Huang,07/01/1952,
3347,James Isaac,05/06/1960,06/05/2012
3348,James Ivory,07/06/1928,
3349,James Karen,28/11/1923,
3350,James Kerwin,13/10/1973,
3351,James Kyson,13/12/1975,
3352,James L. Brooks,09/05/1940,
3353,James Lafferty,25/07/1985,
3354,James Lance,05/05/1940,
3355,James Le Gros,27/04/1962,
3356,James Lew,19/05/1967,
3357,James Lipton,19/09/1926,
3358,James Lorinz,22/05/1964,
3359,James Manera,,
3360,James Mangold,16/12/1963,
3361,James Marsh,30/04/1963,
3362,James Martin Kelly,06/09/1954,
3363,James Mason,15/05/1909,27/07/1984
3364,James Mather,,
3365,James McCaffrey,,
3366,James McTeigue,,
3367,James Melkonian,06/04/1961,
3368,James Morrison,30/10/1978,
3369,James Mottern,01/08/1969,
3370,James Nesbitt,15/01/1965,
3371,James Noble,05/03/1922,28/03/2016
3372,James Nunn,05/08/1970,
3373,James O'Brien,,
3374,James Patrick Stuart,16/06/1968,
3375,James Pickens Jr.,26/10/1954,
3376,James Ponsoldt,,
3377,James Ransone,02/06/1979,
3378,James Read,31/07/1953,
3379,James Robertson Justice,15/06/1907,02/07/1975
3380,James Robinson,,
3381,James Russo,23/04/1953,
3382,James Schamus,07/09/1959,
3383,James Shigeta,17/06/1929,28/07/2014
3384,James Toback,23/11/1944,
3385,James Tumminia,,
3386,James Tupper,04/08/1965,
3387,James Urbaniak,17/09/1963,
3388,James Wan,26/02/1977,
3389,James Watkins,,
